m_weather,m_trackTemperature,m_airTemperature,m_totalLaps,m_trackLength,m_sessionType,m_trackId,m_formula,m_sessionTimeLeft,m_sessionDuration,m_pitSpeedLimit,m_gamePaused,m_isSpectating,m_spectatorCarIndex,m_sliProNativeSupport,m_numMarshalZones,m_safetyCarStatus
2,30,21,99,4323,1,17,0,1674,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1674,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1673,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1673,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1672,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1672,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1671,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1671,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1670,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1670,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1669,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1669,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1668,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1668,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1667,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1667,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1666,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1666,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1665,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1665,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1664,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1664,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1663,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1663,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1662,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1662,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1661,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1661,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1660,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1660,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1659,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1659,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1658,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1658,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1657,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1657,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1656,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1656,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1655,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1654,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1654,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1653,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1653,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1652,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1652,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1651,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1651,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1650,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1650,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1649,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1649,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1648,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1648,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1647,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1647,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1646,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1646,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1645,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1645,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1644,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1644,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1643,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1643,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1642,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1642,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1641,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1641,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1640,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1640,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1639,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1639,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1638,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1638,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1637,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1637,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1636,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1636,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1635,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1635,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1634,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1634,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1633,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1633,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1632,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1632,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1631,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1631,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1630,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1630,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1629,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1629,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1628,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1628,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1627,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1627,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1626,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1626,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1625,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1625,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1624,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1624,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1623,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1623,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1622,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1622,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1621,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1621,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1620,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1620,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1619,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1619,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1618,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1618,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1617,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1617,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1616,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1616,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1615,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1615,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1614,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1614,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1613,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1613,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1612,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1612,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1611,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1611,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1610,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1610,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1609,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1609,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1608,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1608,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1607,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1607,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1606,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1606,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1605,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1605,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1604,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1604,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1603,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1603,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1602,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1602,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1601,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1601,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1600,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1600,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1599,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1599,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1598,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1597,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1597,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1596,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1596,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1595,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1595,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1594,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1594,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1593,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1593,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1592,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1592,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1591,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1591,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1590,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1590,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1589,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1589,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1588,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1588,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1587,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1587,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1586,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1586,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1585,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1585,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1584,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1584,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1583,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1583,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1582,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1582,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1581,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1581,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1580,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1580,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1579,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1579,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1578,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1578,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1577,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1577,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1576,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1576,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1575,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1575,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1574,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1574,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1573,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1573,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1572,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1572,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1571,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1571,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1570,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1570,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1569,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1569,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1568,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1568,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1567,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1567,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1566,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1566,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1565,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1565,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1564,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1564,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1563,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1563,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1562,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1562,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1561,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1561,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1560,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1560,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1559,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1559,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1558,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1558,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1557,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1557,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1556,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1556,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1555,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1555,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1554,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1554,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1553,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1553,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1552,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1552,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1551,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1551,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1550,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1549,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1549,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1549,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1548,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1547,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1547,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1546,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1546,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1545,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1545,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1544,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1544,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1543,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1543,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1542,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1542,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1541,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1541,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1540,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1540,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1539,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1539,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1538,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1538,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1537,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1537,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1536,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1536,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1535,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1535,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1534,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1534,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1533,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1533,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1532,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1532,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1531,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1531,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1530,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1530,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1529,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1529,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1528,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1528,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1527,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1527,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1526,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1526,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1525,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1525,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1524,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1524,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1523,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1523,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1522,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1522,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1521,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1521,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1520,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1520,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1519,1800,80,0,0,255,0,13,0,0
