m_weather,m_trackTemperature,m_airTemperature,m_totalLaps,m_trackLength,m_sessionType,m_trackId,m_formula,m_sessionTimeLeft,m_sessionDuration,m_pitSpeedLimit,m_gamePaused,m_isSpectating,m_spectatorCarIndex,m_sliProNativeSupport,m_numMarshalZones,m_safetyCarStatus
2,30,21,99,4323,1,17,0,1519,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1518,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1518,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1517,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1517,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1516,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1516,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1515,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1515,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1514,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1514,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1513,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1513,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1512,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1512,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1511,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1511,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1510,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1510,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1509,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1509,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1508,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1508,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1507,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1507,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1506,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1506,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1505,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1505,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1504,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1504,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1503,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1503,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1502,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1502,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1501,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1501,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1500,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1500,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1499,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1499,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1498,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1498,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1497,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1497,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1496,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1496,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1495,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1495,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1494,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1494,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1493,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1493,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1492,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1492,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1491,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1491,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1490,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1490,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1489,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1489,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1488,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1488,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1487,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1487,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1486,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1486,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1485,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1485,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1484,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1484,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1483,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1483,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1482,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1482,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1481,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1481,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1480,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1479,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1479,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1478,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1478,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1477,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1477,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1476,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1476,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1475,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1475,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1474,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1474,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1473,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1473,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1472,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1472,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1471,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1471,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1470,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1470,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1469,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1469,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1468,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1468,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1467,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1467,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1466,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1466,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1465,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1465,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1464,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1464,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1463,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1463,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1462,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1462,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1461,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1461,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1460,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1460,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1459,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1459,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1458,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1458,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1457,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1457,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1456,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1456,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1455,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1455,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1454,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1454,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1453,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1453,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1452,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1452,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1451,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1451,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1450,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1450,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1449,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1449,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1448,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1448,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1447,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1447,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1446,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1446,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1445,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1445,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1444,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1444,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1443,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1443,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1442,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1442,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1441,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1441,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1440,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1440,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1439,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1439,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1438,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1438,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1437,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1437,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1436,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1436,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1435,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1435,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1434,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1434,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1433,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1433,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1432,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1432,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1431,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1431,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1430,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1430,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1429,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1429,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1428,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1428,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1427,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1427,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1426,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1426,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1425,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1425,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1424,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1423,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1423,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1422,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1422,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1421,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1421,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1420,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1420,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1419,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1419,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1418,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1418,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1417,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1417,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1416,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1416,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1415,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1415,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1414,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1414,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1413,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1413,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1412,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1412,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1411,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1411,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1410,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1410,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1409,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1409,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1408,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1408,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1407,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1407,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1406,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1406,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1405,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1405,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1404,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1404,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1403,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1403,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1402,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1402,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1401,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1401,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1400,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1400,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1399,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1399,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1398,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1398,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1397,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1397,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1396,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1396,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1395,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1395,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1394,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1394,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1393,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1393,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1392,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1392,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1391,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1391,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1390,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1390,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1389,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1389,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1388,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1388,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1387,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1387,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1386,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1386,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1385,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1385,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1384,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1384,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1383,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1383,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1382,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1382,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1381,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1381,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1380,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1380,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1379,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1379,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1378,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1378,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1377,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1377,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1376,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1376,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1375,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1375,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1374,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1374,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1373,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1373,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1372,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1372,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1371,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1371,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1370,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1370,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1369,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1369,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1368,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1368,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1367,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1367,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1366,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1366,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1365,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1365,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1364,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1364,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1363,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1363,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1362,1800,80,0,0,255,0,13,0,0
2,30,21,99,4323,1,17,0,1362,1800,80,0,0,255,0,13,0,0
